=====================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
WordCnt             LINK_00               LINK_01               LINK_02               LINK_03               LINK_04               LINK_05               LINK_06               LINK_07               LINK_08               LINK_09               LINK_10               LINK_11               LINK_12               LINK_13               LINK_14               LINK_15               LINK_16               LINK_17               LINK_18               LINK_19               LINK_20               LINK_21               LINK_22               LINK_23               LINK_24               LINK_25               LINK_26               LINK_27               LINK_28               LINK_29               LINK_30               LINK_31               LINK_32               LINK_33               LINK_34               LINK_35               LINK_36               LINK_37               LINK_38               LINK_39               LINK_40               LINK_41               LINK_42               LINK_43               LINK_44               LINK_45               LINK_46               LINK_47
0x0009   0x189f2af4acf39600    0x776a8759f6950c00    0xd282a1d9536c7800    0x40e3c80818255000    0xa4ddbc9f7fc3b000    0xe382cf49be4d2800    0x36e7f83e5ccb6300    0xead4447eb04f5100    0x89e0e34ebad6c200    0x1be86e9c63ff2600    0x2c5a5004001ebd00    0x18e16e0ac31b0f00    0x6b31cd8635681600    0x74c358a54b52ab00    0xa8d70814dbd98200    0x420ec829f62e5300    0x4b7c293e4899d200    0x53ac3d15c10ba900    0xca310d750fb42200    0xcebe0dd677e58300    0xd241b2e1bbbe7100    0xfbbf74e90b7d3900    0x3997224a8abc0d00    0x431d0895f108fd00    0x8603b846fd134000    0xcd6f5be1f3276100    0xaa00bc7b35b0ba00    0x6102aff75aaf1e00    0xacdf7628a89a4c00    0x20027ac25496ae00    0x2012107c1fd59400    0x5c47e5dc25de8100    0xd0fee5b9ec7f2300    0x1c6fb73458b0d200    0xba3d8f2841a7c900    0xa6b82da6d1924600    0x26bf8c558b73cb00    0xa86001f396cc9e00    0xc9b4c4f822b36800    0xc9939bf66e219300    0xc9c150c722a39100    0xe5c8c75f954d6f00    0xfa0d36f769e98700    0x1e3c8ad1b74c0d00    0x315be9dd9d257e00    0x5f3299080d2f0300    0x95f4010add77d900    0x48d55d7cb14eca00    
0x000a   0x981ffca0b772022c    0xd86c24946274b402    0x7b4644980206c5e0    0x69b96a981372b2d0    0xb8fd90d5b2904a74    0x745edccdfd5c8153    0x9194a3de29fe5789    0xe236d58a7a115952    0x5b282beab40b5237    0xf8537c446fa77683    0xb6ffa3438bf6d5e6    0x02faf35ab6f7249f    0x2bce2c63ddb48f5f    0xa58db71144192d87    0x101a1e3df48e2e99    0x1f8574f82bdfcda3    0xd3a335dc019b75bb    0xf17b34d2b5ce72d1    0x5f2a838819947d50    0x01cefbf4b18e1d93    0x680518e78e833214    0x2f60206560280377    0x2c4facec8c7ed835    0x45516940272fc26f    0x24fcaf595d90a8f9    0x90c512b0f407daeb    0x315750c3292059f3    0x3d2d7b6865aa5cf7    0x9b863dddd0f0ede9    0x65c0edf3780fe044    0xb2741e257295464b    0x36fd94fb40d4ae03    0xd67d5278dd3c924b    0xbd66f812d5ab5642    0xcb45e3e7ebd5acfd    0x313302e325423ca7    0x8b8ffb7b7082312f    0xd78d982656137e72    0xdeb8bf8128dce899    0xb9c3e76ab11f905b    0x469901fc8801b5f6    0x6c1c8cf3ca607e8f    0xd2ddf6d627ed05fb    0x422e60942384c5cc    0xf7e8284bcd71d841    0x074da99e8691e122    0x793daddab8dbc500    0x726c17f6d86c5056    
0x000b   0xc495d51c0c7d6780    0xbb0001a8ead1037b    0xcb1cef022f599ecc    0xf90a1d8d3143d402    0x83e31bf15fe7d45f    0xe67ad0a00c11c541    0x4f71e2b3a063137b    0x1027ac7a6e8786df    0xbb319f6cadb174e6    0x0454140d32ccf23d    0xbb2735b0fe14e2c5    0x9303f78e34ce84c7    0x67bc28a54be52181    0xb817c4b316c4a67d    0x2ed636a625f66589    0xecd4139e5e7a0b53    0xc1f4bb93047e516c    0x28c4e04ba0b95dea    0x7d0462d3f9c8ec3c    0x357993a2bd2574e8    0xd7cd69ef4ba03a72    0xf2476bf927700722    0xc73e4a06013def61    0xa303f952991dd67b    0x0d0c7f9268a5b4d1    0x290d81d5a1e8cb00    0x3925da3caa0854d5    0x9f103882435de0c1    0xe703f1ba750039d3    0x63af40cd0be57ee2    0x666a667d4e0e5156    0xd863b1c4f800e550    0x9746e6062151c449    0xb12a5783077dcfb2    0xeb033a68e22cb7ff    0x84d3dbe08f14cf65    0xa949d9328fa9e1d8    0x102718379addaf5d    0x2fa678d0fde34003    0x6c2815d649cdaba6    0xa7ff16954d26e699    0x81c8456ba87cf3fe    0x7b2e6e683609d7ee    0xb6ada1c59f852eba    0x2978a21663883e1a    0x052219a0ed7c3996    0x3aac4711f8207e11    0xf52609a027dec186    
0x000c   0x346f2fe7b73f8200    0x502f863ce5cbd700    0xfa4216e6d683e600    0xa679ce4e493c7300    0xe33e5304a2479d00    0xc33ea5f56b25c500    0x1e695c5a1dddf400    0x6280b396579c2f00    0x58477a36045fd900    0xebfe62d0ec0eb300    0x18c0e5854f1bfe00    0x38aa3867a0a10800    0x48d76025d0ee9f00    0xb23933e647925600    0xc294c28a098e2d00    0xcc55c5c3bd095200    0x995240112e033100    0xbfbbabd78a753900    0x42225293ed55ae00    0x50fbbba092367b00    0xcf092c27830da100    0xf6e51908291a6800    0xd5ded456a9f77400    0x56380e9564db8a00    0x8626b10556a90a00    0xc1a658c09ab93400    0xeebdfb6ae5607900    0x1226b337c3addb00    0x56f57999c9df9500    0xd87a9b432dbe4d00    0xbc567494c15b4200    0xd464cfbe218f7400    0x37417a356566fb00    0xacbca9f5ed96db00    0x59a7c877e9a85d00    0xc8392accd222b100    0xfe69c77cc4441300    0x29f75e959a3f9600    0x6a2f46ecf15a1900    0xf764aa3d03c9d700    0x0b5b40541c2ea300    0x3644168afa219000    0xae97466f90de3600    0x923cff0ac0d04600    0xf7195445f2f9bd00    0x4d297e3c5272ed00    0xd9492486b32cc400    0xb2684cc5cbd42500    
0x000d   0xed70d70c7037126b    0x2ce65ce5494fded1    0x8aabf0dcfdb99626    0x58a6f9b69f3ecb41    0xa1ad763aee348e27    0x3033c6a0d2c885b8    0x427ca72c51764fab    0xa3ccb46270712431    0x6e087a379e27f9c5    0x6a5d315b35e29bbe    0xca5892181a6ec36d    0x7bf8d00e139d141b    0x9415b44cfc3dcad2    0x8d197010bd2d7fde    0x3ac64175d3a1101f    0xa34916e94e8eadd6    0x8516470ddaac6fe6    0x3d33c571e1a3bbd2    0x50b586951b361adb    0xe23d7073f01d9f6c    0xd51450f21d1e3a7c    0x95008a8c5b071ecb    0xa55eb09d86f8d3b4    0x7b083046dc0e4e99    0xf64925c2613d803a    0xee8d0bfbf962328b    0x25fc71b00db32422    0x28fc041a03e943d1    0x7a113ec40b30dac3    0x777966ecbf9a34dd    0xa037fee6da74f74d    0x2ea086ee97fc8a11    0x2cf5bc9db6ba9d37    0x272e09363637eff5    0xe60ba0791d0ef801    0x48c69235f20fdd68    0xa8aa5525208c51dc    0xfb352665029dbf95    0xc805774c48de7a75    0x3e5e8d35c51d686a    0xfec3c2503a5da422    0x6718b5f0b68cf80b    0x3bd505b63a3b56bb    0x6a5171427b487742    0xdcc2e43f3d814ff8    0xbfd5588ec56758b6    0xd9c568c771676ea2    0x9ccb9aff547433d9    
0x000e   0x270310fe367e50c1    0xf11c4f4b6a58e77c    0xb6e658a70449ebac    0x9060e45c2f53055f    0xc1fe279a5daaed6f    0xce38d46dbb53e787    0xfc833137a4ec63f0    0x99522f9dfe888d65    0x4d491d689722db03    0x1850dfbd403e6909    0x391b480bac5f386e    0xc23ddec68504fe67    0x9d34f6ccc6c5b824    0xe4d3711f6753c32d    0xcdcef8793758caad    0x79e9187863023710    0x9d94411cba28ce78    0x730c903b39a2e824    0x97656602feaf357c    0x2096e3c87f6c316f    0xd5ad3890cd28e6be    0xe81834f8a186e819    0xfb36ae7619d108d0    0xe46840b8da2ecc61    0xd92b0feb7b373b70    0xfe1b448f927234a4    0x0663c04ba7149cd5    0xdae8866f3aa3e289    0xa7ae35bf31d6b495    0x8eba3a32ce0f1503    0x750385db5fed8531    0x5866d549dee91de8    0x6fe558087e4fcc94    0xdc6378cb0b2e6cb8    0xf09ae6fb4f9a7247    0x4fc8f53f21e48c12    0x33ac2f76d6c35c61    0x7f85093ecbd286a3    0x6f868deabd5ddd90    0x39b7a6ad35a87a99    0x736fdc5630f0fe52    0xf412e65c7415599c    0xfa4be9efd2c2798f    0x4571d574cd1f67fd    0x59a7946888a3e60e    0x48ac15971cea2425    0x0f5762a62b65f29f    0xb4048e8b61e5720c    
0x000f   0xea8a4fb704b83900    0xf21970a371f9b600    0xc70c0c9a5e2a0100    0xa3d4019b835d6000    0x58eadf000cba7200    0xe52b54a46e900200    0x9fa3c539e298d900    0xebb28d5011120200    0x0a79d79f1d02eb00    0x401fb9be49a54100    0xb9961ee25ab80000    0xf1973fa83d4f0600    0x3b0bb7e55fdd6600    0x63794fdf89ec9300    0x5b9f73624044aa00    0x938cb98fd0029700    0x35b758dfe1823e00    0x94fa1e596a8e5e00    0xbd622d7f23bd8800    0x7dff4a344b941300    0xd2f5d761dbe3be00    0x87cabbcd0b6f9c00    0x04c336b12f55c800    0x037a249222875b00    0x69e4edc3f3ae7100    0x49bd1b76971f1b00    0x1148ee2e68933500    0xe177854454717800    0x1f00b5f05c22ce00    0x303b37503d6ace00    0x676da85e2fc24800    0x7a3669685c456900    0x350f22da1cfba500    0x09f24faf9dce6400    0x4b3dffab1c1b1400    0xbefdcb1fdc6f5800    0x0e1b1a1ceaca2a00    0x965261bbc630a200    0x5048af6d0d751700    0xa206e236f90f4100    0xe792979fa51ea900    0xa3740db3083d1b00    0xbefef41839d6b500    0xdae0d4600aa1c100    0xae9451e27d2ae700    0xcb81aebe34fccd00    0xd727fe57203d3e00    0xfa5620df45985400    
0x0010   0x650932791e046aed    0xcf33adc420140171    0x47f71bbf11e61dbb    0x6d5c1e0fe18d24dd    0xbade25f4a2518912    0xd5c99e8529200027    0x077c93ce541d685d    0x511921fc0087ec6f    0x63a4c9612db7e924    0x6c317d062513881b    0xaf5f9d3108e0ee21    0x716599ac0d5f1794    0x3912e4b0295d22cc    0x41a8a1d405c521e4    0x98401dd74e1a19a7    0xd542bb814e705ea0    0xbe850547aa8a6724    0x8314e9967c96f0ea    0xbdb1ec04570ab3d1    0x3f70cb221b277045    0xad9a9310c9d8a075    0x3313802d92620b1f    0xb48b6e44bf1f6752    0x7b5c12d4a932f259    0xf4a2a5988c8411bb    0xad3f4acb5aae7aed    0xfda4dbd83c56c8cf    0xe7e2efbd88f44e1b    0xc8aa9c4e8823700b    0x298884f132f77937    0x74cd66f06af45574    0xfb875f1a9c4a95cb    0x762ce67418e37e9a    0x362faddf787e6bdb    0x38fd30ef58c6c060    0xc7a0f1c1462a4925    0x255f336d92f7acab    0xf26d05606b4d7baf    0xc5942b226827f582    0xe2e4493403606881    0xa0d0824cf1a398e5    0xd6032eba50e307e9    0xbd5125e144e67bf3    0x66eebb238883c200    0x0bf6cec6d31b41d1    0xb11bc86791d2b7ea    0x16b50e158d3875b1    0x7cd873ef7b294c52    
0x0011   0x2053240ec6e016a5    0x0990fd680505d981    0x18001bb65f081dd3    0x6a6797610d012a7b    0x478d376c33390c8e    0xae2889e1f6c11e2a    0xa0645aef2b327fd6    0x05c09fad53487ca2    0x48ea0fd2f1333b34    0x05951279a35b5529    0xf273f7640dc37459    0x4823391096c0a338    0xa320e7f33995fb46    0x0ed7f65682015a89    0x7b4f95e7bc8c1c6b    0x08b8a8b6f3f146eb    0x5dc6fb8f1e163940    0x7f34736a51693424    0x342a11eee202ece0    0x13e4e199965c3ac3    0x230ac87b3b9fb34d    0x2242fd642ddc8932    0x661e088fd9bdad61    0xe5b790ba1491b752    0x556d15652c9103e8    0x75f965a0d26a79b2    0x5c8e461912e368ef    0x2f9a27bafea1415b    0xf122105218be8d9a    0x57afb6d90f974e47    0x36ad97dbefcf539c    0x1f7cdf90b9f55bbd    0x07cb6f004e822f11    0x51c9d28d78243284    0x2b3f98d448470e1b    0xb987f356439b25ed    0xc3a7a021dd188f09    0x39def19751e42594    0x39b6d5f7a0f681b2    0x5784b2800f09e22a    0xebcb37947edfaa4e    0x9d1973d6efe73a5c    0x4aa1d8244f8976c8    0x128c260b4066d970    0x5c5dda3965291c62    0xb61495cd9cfcd570    0xa9851b376a9899a2    0x5f52d737bc44c9f2    
0x0012   0xa7aa733afc032900    0xf7dacafb51469700    0xa8c692e1de123500    0xa3dffaf01785b200    0xdf46c46e7d214d00    0xf0cdd3ab3992a900    0x1f6f0ddcf2f29000    0xa84ca9ee986fdc00    0xb18c839d91a57d00    0x1064cefe75422500    0xbcd921805234fc00    0x75904fc7f7326800    0x98e4cf4520a38300    0x61959dea7038cc00    0x93c03f39ea8a5500    0x854c61a49ee47900    0x637cce034d428800    0x0a1f4a334958bf00    0x2df531a8d3fdfa00    0x02cf79a2daeb4c00    0xb1d81ba940d01400    0x4829c6f54e029400    0x3f7562fd52a99500    0x2b1dfbf123a68c00    0xbc8f7e2150d24c00    0x780512187807c700    0x53c44a106bebfd00    0x9f4eaafe02ff3c00    0xb94b3048ca753100    0x85b40d5cb6e61500    0xe7e245484b2b6800    0xe174b1ca0ab26d00    0xabcf5c39ce13da00    0x6eca291aee86e500    0xd3f5c7fe2b87b200    0x1029840ea9b5a200    0xbc587219be746400    0x66162fe0fe675700    0xabdb9fd50513f700    0xe30f197571d93500    0x64707e84b0de6200    0x72cdbe1bac320500    0x190ee2f4d5148000    0x40a4cd0bf6595300    0x43470d5d39145c00    0xf06a6a710b5c2700    0xd25daf87e076f000    0x7c4186efbd52c800    
0x0013   0xd3b266182f7c39b2    0xc032660fa40594e3    0x7a7de9446fea1797    0x7bac4226c83304f3    0x626960f508888c45    0x3447348d540f2751    0xba032cf05d1a0121    0x34049a47c6d4e8b3    0x77571ef2fa208db7    0x94a74b08658178ab    0xe6f2a242a7d52724    0xdb8dd421a7a2df55    0xc07ea8b8a79faa4b    0xc79eef8554d17313    0xc30346f6cb84ac98    0x5b50b0fb8e0d6dad    0x8dbb8bafa1643e2e    0x01f33cd62f012503    0x1f15d1ee7cb37d7a    0x4ba2bd2745dea5a5    0x1710f18eab226bca    0x7b7b1bc91c05b13f    0xe2397d067668306e    0xb33a44774651592d    0xfb6349244bd15785    0xa9a71fa5d591d0da    0xc467e7a5bbcc7554    0x5a5c5e5b672da40d    0xf0eb3e187d9ba65f    0xb34d1b8540298047    0x34f2d2fc7a54fd96    0x86d656a6f1c47a93    0xbaa834ab9ce9bdab    0x989d15a58c3c5ac7    0xf322d9fb44355af4    0x0e3b09a1a5e5357b    0x0601ae686edd5229    0x81333a1100ce7f60    0x176c48c0b5858d42    0x8b08b2cf436a8cd6    0xcdecb1d49b9b4cbc    0x92d2340fd3887ce6    0xda270623991f2ad2    0xf4bbe0f3789cc14d    0xfd121be940d7d14e    0xb83ec50fee21187a    0xf6a0ea53c229d783    0x9795a003e54284f9    
